Severity,Sensor,Interfaces,Event,Src Host,Src Hosts,Dst Host,Dst Hosts,Src Subnet,Src Subnets,Dst Subnet,Dst Subnets,Src User,Dst User,Service,Service Type,Protocol,Events,Start time,End time
8,mendel,eno2,Scan: Internal Scan-like Behavior,tmb_klm1 (147.232.31.42),1,tunet (147.232.31.1),1,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,,ANY,TCP (6),2,2024-06-25 08:35:26,2024-06-25 08:36:14
7,mendel,eno2,Adware-pup: InnoDownloadPlugin User-Agent Observed,tmb_klm1 (147.232.31.42),1,download.visualstudio.microsoft.com (68.232.34.200),1,Automatically created subnet (147.232.31.0/24),1,EDGECAST,1,,,HTTP (80),REMOTE,TCP (6),4,2024-06-26 12:45:00,2024-06-26 12:46:59
7,mendel,eno2,Blacklist: Tor blacklist,tmb_klm1 (147.232.31.42),1,thisis.feralhosting.com (185.21.216.197),1,Automatically created subnet (147.232.31.0/24),1,Feral.io Ltd,1,,,54507,REMOTE,TCP (6),1,2024-06-26 08:57:00,2024-06-26 08:58:59
6,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),2,rs1.tuke.sk (147.232.3.2),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),303,2024-06-18 09:44:00,2024-06-26 15:10:59
6,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),2,rs2.tuke.sk (147.232.16.16),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),94,2024-06-18 09:47:00,2024-06-26 15:10:59
6,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),1,rs3.tuke.sk (193.87.100.12),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),12,2024-06-18 10:25:00,2024-06-26 12:46:59
6,mendel,eno2,Blacklist: General blacklist,tmb_klm1 (147.232.31.42),2,8.209.247.198,1,Automatically created subnet (147.232.31.0/24),1,"Alibaba US Technology Co., Ltd.",1,,,BITTORRENT-DHT (21910),REMOTE,UDP (17),5,2024-06-25 11:09:00,2024-06-26 15:06:59
6,mendel,eno2,Scan: Port Sweep-like Behavior (horizontal port scan),tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,Den Digital Entertainment Pvt. Ltd. AS ISP india,1,,,BITTORRENT-DHT (6881),ANY,UDP (17),2,2024-06-26 08:38:10,2024-06-26 12:46:26
6,mendel,eno2,Scan: Port Sweep-like Behavior (horizontal port scan),tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,ARP (2054),ANY,N/A (-1),2,2024-06-25 08:34:55,2024-06-25 08:35:36
6,mendel,,Discovery: New external DNS client,,,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,LOCAL,N/A (-1),1,2024-06-18 09:18:00,2024-06-18 09:48:00
6,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),1,103.77.137.170,1,Automatically created subnet (147.232.31.0/24),1,Alliance Broadband Services Pvt. Ltd.,1,,,BITTORRENT-DHT (53),REMOTE,UDP (17),1,2024-06-26 08:48:00,2024-06-26 08:49:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,sjm35-h01-176-171-56-90.dsl.sta.abo.bbox.fr (176.171.56.90),1,Automatically created subnet (147.232.31.0/24),1,Bouygues Telecom SA,1,,,6881,REMOTE,TCP (6),22,2024-06-26 08:57:00,2024-06-26 09:06:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,66.51.175.6,1,Automatically created subnet (147.232.31.0/24),1,PACIFICONLINE,1,,,6881,REMOTE,TCP (6),20,2024-06-26 08:41:00,2024-06-26 09:05:59
4,mendel,eno2,P2P: BTWebClient UA uTorrent in use,tmb_klm1 (147.232.31.42),2,btinstall-artifacts.bittorrent.com (178.79.227.76),2,Automatically created subnet (147.232.31.0/24),1,LLNW,1,,,HTTP (80),REMOTE,TCP (6),20,2024-06-18 10:06:00,2024-06-26 14:45:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,203.28.168.4,1,Automatically created subnet (147.232.31.0/24),1,PACIFICONLINE,1,,,6881,REMOTE,TCP (6),19,2024-06-18 09:49:00,2024-06-18 10:25:59
4,mendel,eno2,P2P: BTWebClient UA uTorrent in use,tmb_klm1 (147.232.31.42),2,btinstall-artifacts.bittorrent.com (178.79.227.167),2,Automatically created subnet (147.232.31.0/24),1,LLNW,1,,,HTTP (80),REMOTE,TCP (6),18,2024-06-18 10:06:00,2024-06-26 14:45:59
4,mendel,eno2,Outlier: Data at Subnet,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),18,2024-06-18 09:49:00,2024-06-18 10:20:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,109-198-193-x.dynamic.b-domolink.net (109.198.193.33),1,Automatically created subnet (147.232.31.0/24),1,Rostelecom,1,,,6881,REMOTE,TCP (6),16,2024-06-18 10:02:00,2024-06-18 10:24:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,212.108.144.82,1,Automatically created subnet (147.232.31.0/24),1,Lifecell Digital Ltd,1,,,6881,REMOTE,TCP (6),10,2024-06-26 08:59:00,2024-06-26 09:03:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,static.104.184.251.148.clients.your-server.de (148.251.184.104),1,Automatically created subnet (147.232.31.0/24),1,Hetzner Online GmbH,1,,,6881,REMOTE,TCP (6),8,2024-06-26 08:57:00,2024-06-26 09:06:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,node-103-51-149-116.alliancebroadband.in (103.51.149.116),1,Automatically created subnet (147.232.31.0/24),1,Alliance Broadband Services Pvt. Ltd.,1,,,6881,REMOTE,TCP (6),7,2024-06-26 08:54:00,2024-06-26 09:04:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,sjm35-h01-176-171-57-85.dsl.sta.abo.bbox.fr (176.171.57.85),1,Automatically created subnet (147.232.31.0/24),1,Bouygues Telecom SA,1,,,6881,REMOTE,TCP (6),7,2024-06-26 08:59:00,2024-06-26 09:03:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,115.99.174.138,1,Automatically created subnet (147.232.31.0/24),1,Hathway IP Over Cable Internet,1,,,6881,REMOTE,TCP (6),7,2024-06-26 08:54:00,2024-06-26 09:04:59
4,mendel,eno2,Outlier: Data at Subnet Services,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,6881,REMOTE,UDP (17),7,2024-06-18 09:49:00,2024-06-18 10:20:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,86-90-217-36.fixed.kpn.net (86.90.217.36),1,Automatically created subnet (147.232.31.0/24),1,KPN B.V.,1,,,6883,REMOTE,TCP (6),7,2024-06-26 08:57:00,2024-06-26 09:06:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,116.75.122.183,1,Automatically created subnet (147.232.31.0/24),1,Hathway IP Over Cable Internet,1,,,6881,REMOTE,TCP (6),6,2024-06-26 08:54:00,2024-06-26 08:58:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,115.99.218.88,1,Automatically created subnet (147.232.31.0/24),1,Hathway IP Over Cable Internet,1,,,6881,REMOTE,TCP (6),6,2024-06-26 08:54:00,2024-06-26 09:04:59
4,mendel,eno2,P2P: Vuze BT UDP Connection (5),g6-55-o7d (147.232.31.42),1,ipv4announce.sktorrent.eu (164.132.200.132),1,Automatically created subnet (147.232.31.0/24),1,OVH SAS,1,,,6969,REMOTE,UDP (17),4,2024-06-26 08:37:00,2024-06-26 14:42:59
4,mendel,eno2,P2P: BitTorrent transfer,tmb_klm1 (147.232.31.42),1,84.90.60.166,1,Automatically created subnet (147.232.31.0/24),1,"Nowo Communications, S.A.",1,,,6881,REMOTE,TCP (6),4,2024-06-26 08:41:00,2024-06-26 08:44:59
4,mendel,eno2,Outlier: Peers at Host,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),3,2024-06-25 08:27:00,2024-06-25 08:36:59
4,mendel,eno2,P2P: BTWebClient UA uTorrent in use,tmb_klm1 (147.232.31.42),2,utclient.utorrent.com (18.239.255.24),1,Automatically created subnet (147.232.31.0/24),1,AMAZON-02,1,,,HTTP (80),REMOTE,TCP (6),3,2024-06-25 07:57:00,2024-06-26 08:00:59
